State,TargetDate,MostBoughtSize,Count
DADRA AND NAGAR,04-05-22,M,1
DADRA AND NAGAR,04-06-22,M,1
DADRA AND NAGAR,04-07-22,L,2
DADRA AND NAGAR,04-08-22,L,2
DADRA AND NAGAR,04-09-22,L,3
DADRA AND NAGAR,04-10-22,L,3
DADRA AND NAGAR,04-11-22,L,3
DADRA AND NAGAR,04-12-22,L,3
DADRA AND NAGAR,04-13-22,L,2
DADRA AND NAGAR,04-14-22,3XL,1
DADRA AND NAGAR,04-15-22,3XL,1
DADRA AND NAGAR,04-16-22,3XL,1
DADRA AND NAGAR,04-17-22,XS,2
DADRA AND NAGAR,04-18-22,XS,2
DADRA AND NAGAR,04-19-22,XS,3
DADRA AND NAGAR,04-20-22,XS,3
DADRA AND NAGAR,04-21-22,XS,3
DADRA AND NAGAR,04-22-22,XS,3
DADRA AND NAGAR,04-23-22,XS,3
DADRA AND NAGAR,04-24-22,3XL,1
DADRA AND NAGAR,04-25-22,L,2
DADRA AND NAGAR,04-26-22,L,2
DADRA AND NAGAR,04-27-22,M,2
DADRA AND NAGAR,04-28-22,M,2
DADRA AND NAGAR,04-29-22,M,2
DADRA AND NAGAR,04-30-22,M,1
DADRA AND NAGAR,05-01-22,3XL,4
DADRA AND NAGAR,05-02-22,3XL,4
DADRA AND NAGAR,05-03-22,3XL,4
DADRA AND NAGAR,05-04-22,3XL,4
DADRA AND NAGAR,05-05-22,3XL,4
DADRA AND NAGAR,05-06-22,3XL,4
DADRA AND NAGAR,05-07-22,3XL,4
DADRA AND NAGAR,05-08-22,XL,3
DADRA AND NAGAR,05-09-22,L,2
DADRA AND NAGAR,05-10-22,L,2
DADRA AND NAGAR,05-11-22,L,2
DADRA AND NAGAR,05-12-22,S,2
DADRA AND NAGAR,05-13-22,S,2
DADRA AND NAGAR,05-14-22,S,2
DADRA AND NAGAR,05-15-22,L,3
DADRA AND NAGAR,05-16-22,S,3
DADRA AND NAGAR,05-17-22,S,3
DADRA AND NAGAR,05-18-22,L,3
DADRA AND NAGAR,05-19-22,L,2
DADRA AND NAGAR,05-20-22,XXL,2
DADRA AND NAGAR,05-21-22,L,2
DADRA AND NAGAR,05-22-22,S,1
DADRA AND NAGAR,05-23-22,M,1
DADRA AND NAGAR,05-24-22,M,1
DADRA AND NAGAR,06-02-22,M,1
DADRA AND NAGAR,06-03-22,M,1
DADRA AND NAGAR,06-04-22,M,1
DADRA AND NAGAR,06-05-22,M,1
DADRA AND NAGAR,06-06-22,M,1
DADRA AND NAGAR,06-07-22,M,1
DADRA AND NAGAR,06-08-22,M,1
DADRA AND NAGAR,06-09-22,L,1
DADRA AND NAGAR,06-10-22,L,1
DADRA AND NAGAR,06-11-22,M,2
DADRA AND NAGAR,06-12-22,M,2
DADRA AND NAGAR,06-13-22,M,5
DADRA AND NAGAR,06-14-22,M,5
DADRA AND NAGAR,06-15-22,M,5
DADRA AND NAGAR,06-16-22,M,5
DADRA AND NAGAR,06-17-22,M,6
DADRA AND NAGAR,06-18-22,M,4
DADRA AND NAGAR,06-19-22,M,4
DADRA AND NAGAR,06-20-22,3XL,1
DADRA AND NAGAR,06-21-22,3XL,1
DADRA AND NAGAR,06-22-22,3XL,1
DADRA AND NAGAR,06-23-22,M,1
DADRA AND NAGAR,06-24-22,XS,1
DADRA AND NAGAR,06-25-22,XS,1
DADRA AND NAGAR,06-26-22,XS,1
DADRA AND NAGAR,06-27-22,M,1
DADRA AND NAGAR,06-28-22,M,1
DADRA AND NAGAR,06-29-22,M,1
DADRA AND NAGAR,06-30-22,M,1
DADRA AND NAGAR,07-01-22,M,1
DADRA AND NAGAR,07-02-22,M,1
DADRA AND NAGAR,07-03-22,M,1
DELHI,04-01-22,XS,4
DELHI,04-02-22,M,20
DELHI,04-03-22,L,30
DELHI,04-04-22,L,47
DELHI,04-05-22,L,60
DELHI,04-06-22,L,75
DELHI,04-07-22,L,88
DELHI,04-08-22,M,102
DELHI,04-09-22,L,102
DELHI,04-10-22,M,101
DELHI,04-11-22,M,100
DELHI,04-12-22,L,100
DELHI,04-13-22,M,98
DELHI,04-14-22,XL,98
DELHI,04-15-22,XL,98
DELHI,04-16-22,XL,94
DELHI,04-17-22,XL,104
DELHI,04-18-22,M,107
DELHI,04-19-22,M,109
DELHI,04-20-22,M,107
DELHI,04-21-22,M,113
DELHI,04-22-22,M,118
DELHI,04-23-22,M,111
DELHI,04-24-22,M,107
DELHI,04-25-22,L,108
DELHI,04-26-22,M,104
DELHI,04-27-22,M,107
DELHI,04-28-22,M,102
DELHI,04-29-22,M,97
DELHI,04-30-22,M,89
DELHI,05-01-22,M,89
DELHI,05-02-22,M,93
DELHI,05-03-22,M,89
DELHI,05-04-22,M,92
DELHI,05-05-22,M,94
DELHI,05-06-22,M,94
DELHI,05-07-22,M,97
DELHI,05-08-22,M,101
DELHI,05-09-22,M,107
DELHI,05-10-22,M,105
DELHI,05-11-22,M,94
DELHI,05-12-22,M,86
DELHI,05-13-22,L,81
DELHI,05-14-22,M,75
DELHI,05-15-22,XL,74
DELHI,05-16-22,L,78
DELHI,05-17-22,L,78
DELHI,05-18-22,L,69
DELHI,05-19-22,M,73
DELHI,05-20-22,M,79
DELHI,05-21-22,M,87
DELHI,05-22-22,M,83
DELHI,05-23-22,M,86
DELHI,05-24-22,M,79
DELHI,05-25-22,M,80
DELHI,05-26-22,M,77
DELHI,05-27-22,M,76
DELHI,05-28-22,M,74
DELHI,05-29-22,M,86
DELHI,05-30-22,M,81
DELHI,05-31-22,M,79
DELHI,06-01-22,M,72
DELHI,06-02-22,M,71
DELHI,06-03-22,M,77
DELHI,06-04-22,M,79
DELHI,06-05-22,L,78
DELHI,06-06-22,L,82
DELHI,06-07-22,L,87
DELHI,06-08-22,M,88
DELHI,06-09-22,L,84
DELHI,06-10-22,XXL,80
DELHI,06-11-22,XXL,91
DELHI,06-12-22,XXL,86
DELHI,06-13-22,XXL,81
DELHI,06-14-22,M,79
DELHI,06-15-22,XL,76
DELHI,06-16-22,XL,82
DELHI,06-17-22,XL,85
DELHI,06-18-22,XL,90
DELHI,06-19-22,XL,92
DELHI,06-20-22,XL,87
DELHI,06-21-22,XL,90
DELHI,06-22-22,XL,86
DELHI,06-23-22,XL,83
DELHI,06-24-22,XL,75
DELHI,06-25-22,XL,76
DELHI,06-26-22,XL,68
DELHI,06-27-22,XL,66
DELHI,06-28-22,XXL,61
DELHI,06-29-22,XXL,58
DELHI,06-30-22,L,50
DELHI,07-01-22,L,45
DELHI,07-02-22,M,38
DELHI,07-03-22,M,31
DELHI,07-04-22,M,20
DELHI,07-05-22,XS,10
DELHI,07-06-22,M,3
GOA,04-01-22,XXL,1
GOA,04-02-22,S,2
GOA,04-03-22,S,6
GOA,04-04-22,S,10
GOA,04-05-22,S,12
GOA,04-06-22,L,17
GOA,04-07-22,L,19
GOA,04-08-22,L,19
GOA,04-09-22,L,24
GOA,04-10-22,L,23
GOA,04-11-22,M,21
GOA,04-12-22,M,20
GOA,04-13-22,M,22
GOA,04-14-22,XL,20
GOA,04-15-22,M,18
GOA,04-16-22,XL,22
GOA,04-17-22,M,23
GOA,04-18-22,M,18
GOA,04-19-22,M,18
GOA,04-20-22,M,20
GOA,04-21-22,M,21
GOA,04-22-22,M,22
GOA,04-23-22,M,22
GOA,04-24-22,S,16
GOA,04-25-22,XXL,18
GOA,04-26-22,XXL,17
GOA,04-27-22,XXL,17
GOA,04-28-22,3XL,17
GOA,04-29-22,M,17
GOA,04-30-22,3XL,15
GOA,05-01-22,M,16
GOA,05-02-22,M,16
GOA,05-03-22,M,18
GOA,05-04-22,M,19
GOA,05-05-22,M,20
GOA,05-06-22,M,14
GOA,05-07-22,M,15
GOA,05-08-22,L,16
GOA,05-09-22,L,17
GOA,05-10-22,XS,14
GOA,05-11-22,L,13
GOA,05-12-22,XXL,14
GOA,05-13-22,XXL,14
GOA,05-14-22,XXL,15
GOA,05-15-22,XXL,12
GOA,05-16-22,3XL,10
GOA,05-17-22,3XL,8
GOA,05-18-22,XL,10
GOA,05-19-22,XL,13
GOA,05-20-22,L,15
GOA,05-21-22,L,15
GOA,05-22-22,S,14
GOA,05-23-22,XL,14
GOA,05-24-22,M,13
GOA,05-25-22,M,14
GOA,05-26-22,M,13
GOA,05-27-22,M,13
GOA,05-28-22,XL,11
GOA,05-29-22,XL,12
GOA,05-30-22,XS,13
GOA,05-31-22,XS,13
GOA,06-01-22,S,12
GOA,06-02-22,S,13
GOA,06-03-22,M,15
GOA,06-04-22,M,16
GOA,06-05-22,M,17
GOA,06-06-22,M,16
GOA,06-07-22,M,16
GOA,06-08-22,M,16
GOA,06-09-22,M,16
GOA,06-10-22,XXL,23
GOA,06-11-22,XXL,19
GOA,06-12-22,XXL,19
GOA,06-13-22,XXL,16
GOA,06-14-22,XXL,17
GOA,06-15-22,XXL,18
GOA,06-16-22,XXL,16
GOA,06-17-22,M,16
GOA,06-18-22,M,18
GOA,06-19-22,M,18
GOA,06-20-22,M,21
GOA,06-21-22,M,17
GOA,06-22-22,M,16
GOA,06-23-22,M,16
GOA,06-24-22,M,14
GOA,06-25-22,M,16
GOA,06-26-22,M,16
GOA,06-27-22,M,16
GOA,06-28-22,M,15
GOA,06-29-22,M,16
GOA,06-30-22,M,15
GOA,07-01-22,M,13
GOA,07-02-22,M,9
GOA,07-03-22,M,7
GOA,07-04-22,XS,6
GOA,07-05-22,M,2
GOA,07-06-22,M,1
GUJARAT,04-01-22,XXL,4
GUJARAT,04-02-22,XL,17
GUJARAT,04-03-22,XL,31
GUJARAT,04-04-22,XL,43
GUJARAT,04-05-22,XL,52
GUJARAT,04-06-22,XL,58
GUJARAT,04-07-22,XL,62
GUJARAT,04-08-22,XL,64
GUJARAT,04-09-22,XL,56
GUJARAT,04-10-22,L,66
GUJARAT,04-11-22,L,64
GUJARAT,04-12-22,L,66
GUJARAT,04-13-22,L,70
GUJARAT,04-14-22,L,67
GUJARAT,04-15-22,L,67
GUJARAT,04-16-22,L,66
GUJARAT,04-17-22,L,60
GUJARAT,04-18-22,M,62
GUJARAT,04-19-22,M,63
GUJARAT,04-20-22,M,70
GUJARAT,04-21-22,M,71
GUJARAT,04-22-22,M,76
GUJARAT,04-23-22,M,79
GUJARAT,04-24-22,M,78
GUJARAT,04-25-22,XL,70
GUJARAT,04-26-22,XL,76
GUJARAT,04-27-22,XL,79
GUJARAT,04-28-22,XL,71
GUJARAT,04-29-22,XL,78
GUJARAT,04-30-22,XL,74
GUJARAT,05-01-22,XL,70
GUJARAT,05-02-22,XL,76
GUJARAT,05-03-22,XL,79
GUJARAT,05-04-22,XL,75
GUJARAT,05-05-22,XL,83
GUJARAT,05-06-22,XL,76
GUJARAT,05-07-22,M,71
GUJARAT,05-08-22,XL,69
GUJARAT,05-09-22,XL,62
GUJARAT,05-10-22,3XL,60
GUJARAT,05-11-22,3XL,67
GUJARAT,05-12-22,3XL,64
GUJARAT,05-13-22,3XL,64
GUJARAT,05-14-22,3XL,67
GUJARAT,05-15-22,3XL,60
GUJARAT,05-16-22,3XL,53
GUJARAT,05-17-22,3XL,55
GUJARAT,05-18-22,S,48
GUJARAT,05-19-22,XL,51
GUJARAT,05-20-22,L,52
GUJARAT,05-21-22,3XL,58
GUJARAT,05-22-22,3XL,56
GUJARAT,05-23-22,3XL,56
GUJARAT,05-24-22,3XL,49
GUJARAT,05-25-22,L,47
GUJARAT,05-26-22,3XL,44
GUJARAT,05-27-22,3XL,39
GUJARAT,05-28-22,XL,42
GUJARAT,05-29-22,XL,46
GUJARAT,05-30-22,XL,46
GUJARAT,05-31-22,XL,47
GUJARAT,06-01-22,XL,49
GUJARAT,06-02-22,XL,51
GUJARAT,06-03-22,XL,49
GUJARAT,06-04-22,XL,46
GUJARAT,06-05-22,L,46
GUJARAT,06-06-22,L,53
GUJARAT,06-07-22,L,55
GUJARAT,06-08-22,L,53
GUJARAT,06-09-22,L,57
GUJARAT,06-10-22,L,54
GUJARAT,06-11-22,L,53
GUJARAT,06-12-22,M,54
GUJARAT,06-13-22,M,57
GUJARAT,06-14-22,XXL,62
GUJARAT,06-15-22,XXL,63
GUJARAT,06-16-22,XXL,58
GUJARAT,06-17-22,M,55
GUJARAT,06-18-22,XXL,54
GUJARAT,06-19-22,M,51
GUJARAT,06-20-22,M,49
GUJARAT,06-21-22,M,43
GUJARAT,06-22-22,M,45
GUJARAT,06-23-22,XL,39
GUJARAT,06-24-22,XXL,42
GUJARAT,06-25-22,XXL,50
GUJARAT,06-26-22,XL,49
GUJARAT,06-27-22,XXL,48
GUJARAT,06-28-22,XXL,58
GUJARAT,06-29-22,XXL,53
GUJARAT,06-30-22,XXL,44
GUJARAT,07-01-22,XL,37
GUJARAT,07-02-22,XL,27
GUJARAT,07-03-22,XXL,21
GUJARAT,07-04-22,XXL,16
GUJARAT,07-05-22,XL,8
GUJARAT,07-06-22,S,2
HARYANA,04-01-22,XL,4
HARYANA,04-02-22,XL,11
HARYANA,04-03-22,S,17
HARYANA,04-04-22,L,28
HARYANA,04-05-22,L,34
HARYANA,04-06-22,L,45
HARYANA,04-07-22,L,48
HARYANA,04-08-22,L,52
HARYANA,04-09-22,L,57
HARYANA,04-10-22,L,60
HARYANA,04-11-22,M,64
HARYANA,04-12-22,XL,60
HARYANA,04-13-22,M,57
HARYANA,04-14-22,M,65
HARYANA,04-15-22,M,64
HARYANA,04-16-22,L,66
HARYANA,04-17-22,M,68
HARYANA,04-18-22,M,65
HARYANA,04-19-22,M,67
HARYANA,04-20-22,M,64
HARYANA,04-21-22,M,64
HARYANA,04-22-22,M,68
HARYANA,04-23-22,XL,71
HARYANA,04-24-22,XL,73
HARYANA,04-25-22,XL,69
HARYANA,04-26-22,L,68
HARYANA,04-27-22,L,70
HARYANA,04-28-22,XL,64
HARYANA,04-29-22,XL,68
HARYANA,04-30-22,L,66
HARYANA,05-01-22,L,65
HARYANA,05-02-22,XL,55
HARYANA,05-03-22,XL,62
HARYANA,05-04-22,XL,63
HARYANA,05-05-22,XL,75
HARYANA,05-06-22,L,69
HARYANA,05-07-22,XL,63
HARYANA,05-08-22,M,64
HARYANA,05-09-22,L,62
HARYANA,05-10-22,M,61
HARYANA,05-11-22,M,56
HARYANA,05-12-22,M,57
HARYANA,05-13-22,M,52
HARYANA,05-14-22,M,49
HARYANA,05-15-22,XL,49
HARYANA,05-16-22,XL,50
HARYANA,05-17-22,XL,57
HARYANA,05-18-22,XL,56
HARYANA,05-19-22,XL,53
HARYANA,05-20-22,L,48
HARYANA,05-21-22,L,52
HARYANA,05-22-22,L,53
HARYANA,05-23-22,L,52
HARYANA,05-24-22,L,50
HARYANA,05-25-22,M,46
HARYANA,05-26-22,M,50
HARYANA,05-27-22,M,55
HARYANA,05-28-22,M,61
HARYANA,05-29-22,M,59
HARYANA,05-30-22,M,59
HARYANA,05-31-22,M,58
HARYANA,06-01-22,M,60
HARYANA,06-02-22,M,67
HARYANA,06-03-22,M,66
HARYANA,06-04-22,M,62
HARYANA,06-05-22,M,61
HARYANA,06-06-22,M,59
HARYANA,06-07-22,M,56
HARYANA,06-08-22,M,59
HARYANA,06-09-22,L,55
HARYANA,06-10-22,L,60
HARYANA,06-11-22,L,63
HARYANA,06-12-22,L,62
HARYANA,06-13-22,L,60
HARYANA,06-14-22,L,63
HARYANA,06-15-22,L,64
HARYANA,06-16-22,L,59
HARYANA,06-17-22,L,58
HARYANA,06-18-22,L,61
HARYANA,06-19-22,L,61
HARYANA,06-20-22,L,53
HARYANA,06-21-22,XXL,55
HARYANA,06-22-22,XXL,49
HARYANA,06-23-22,M,48
HARYANA,06-24-22,M,41
HARYANA,06-25-22,XXL,42
HARYANA,06-26-22,XXL,39
HARYANA,06-27-22,XL,51
HARYANA,06-28-22,L,48
HARYANA,06-29-22,XL,45
HARYANA,06-30-22,XL,42
HARYANA,07-01-22,XL,34
HARYANA,07-02-22,L,31
HARYANA,07-03-22,L,23
HARYANA,07-04-22,M,14
HARYANA,07-05-22,M,7
HARYANA,07-06-22,S,4
HIMACHAL PRADESH,04-02-22,L,7
HIMACHAL PRADESH,04-03-22,L,10
HIMACHAL PRADESH,04-04-22,L,11
HIMACHAL PRADESH,04-05-22,L,16
HIMACHAL PRADESH,04-06-22,L,19
HIMACHAL PRADESH,04-07-22,L,19
HIMACHAL PRADESH,04-08-22,L,19
HIMACHAL PRADESH,04-09-22,L,13
HIMACHAL PRADESH,04-10-22,L,11
HIMACHAL PRADESH,04-11-22,L,12
HIMACHAL PRADESH,04-12-22,S,13
HIMACHAL PRADESH,04-13-22,S,12
HIMACHAL PRADESH,04-14-22,XL,11
HIMACHAL PRADESH,04-15-22,XL,14
HIMACHAL PRADESH,04-16-22,XL,13
HIMACHAL PRADESH,04-17-22,S,15
HIMACHAL PRADESH,04-18-22,XL,16
HIMACHAL PRADESH,04-19-22,XL,16
HIMACHAL PRADESH,04-20-22,L,19
HIMACHAL PRADESH,04-21-22,L,22
HIMACHAL PRADESH,04-22-22,L,18
HIMACHAL PRADESH,04-23-22,S,18
HIMACHAL PRADESH,04-24-22,L,17
HIMACHAL PRADESH,04-25-22,L,16
HIMACHAL PRADESH,04-26-22,L,16
HIMACHAL PRADESH,04-27-22,L,15
HIMACHAL PRADESH,04-28-22,M,15
HIMACHAL PRADESH,04-29-22,M,14
HIMACHAL PRADESH,04-30-22,M,16
HIMACHAL PRADESH,05-01-22,M,20
HIMACHAL PRADESH,05-02-22,M,19
HIMACHAL PRADESH,05-03-22,M,17
HIMACHAL PRADESH,05-04-22,M,17
HIMACHAL PRADESH,05-05-22,M,16
HIMACHAL PRADESH,05-06-22,M,17
HIMACHAL PRADESH,05-07-22,M,16
HIMACHAL PRADESH,05-08-22,S,12
HIMACHAL PRADESH,05-09-22,M,16
HIMACHAL PRADESH,05-10-22,M,15
HIMACHAL PRADESH,05-11-22,M,14
HIMACHAL PRADESH,05-12-22,M,13
HIMACHAL PRADESH,05-13-22,M,11
HIMACHAL PRADESH,05-14-22,M,10
HIMACHAL PRADESH,05-15-22,M,10
HIMACHAL PRADESH,05-16-22,XL,13
HIMACHAL PRADESH,05-17-22,XL,14
HIMACHAL PRADESH,05-18-22,XL,12
HIMACHAL PRADESH,05-19-22,M,9
HIMACHAL PRADESH,05-20-22,M,9
HIMACHAL PRADESH,05-21-22,M,8
HIMACHAL PRADESH,05-22-22,M,10
HIMACHAL PRADESH,05-23-22,M,11
HIMACHAL PRADESH,05-24-22,M,9
HIMACHAL PRADESH,05-25-22,M,9
HIMACHAL PRADESH,05-26-22,M,7
HIMACHAL PRADESH,05-27-22,M,6
HIMACHAL PRADESH,05-28-22,L,8
HIMACHAL PRADESH,05-29-22,L,8
HIMACHAL PRADESH,05-30-22,L,7
HIMACHAL PRADESH,05-31-22,L,8
HIMACHAL PRADESH,06-01-22,L,9
HIMACHAL PRADESH,06-02-22,L,11
HIMACHAL PRADESH,06-03-22,L,12
HIMACHAL PRADESH,06-04-22,L,10
HIMACHAL PRADESH,06-05-22,S,10
HIMACHAL PRADESH,06-06-22,S,9
HIMACHAL PRADESH,06-07-22,S,10
HIMACHAL PRADESH,06-08-22,S,13
HIMACHAL PRADESH,06-09-22,S,11
HIMACHAL PRADESH,06-10-22,S,13
HIMACHAL PRADESH,06-11-22,S,13
HIMACHAL PRADESH,06-12-22,S,10
HIMACHAL PRADESH,06-13-22,S,13
HIMACHAL PRADESH,06-14-22,S,12
HIMACHAL PRADESH,06-15-22,M,9
HIMACHAL PRADESH,06-16-22,M,12
HIMACHAL PRADESH,06-17-22,M,9
HIMACHAL PRADESH,06-18-22,M,9
HIMACHAL PRADESH,06-19-22,S,8
HIMACHAL PRADESH,06-20-22,XL,8
HIMACHAL PRADESH,06-21-22,XL,8
HIMACHAL PRADESH,06-22-22,XL,9
HIMACHAL PRADESH,06-23-22,L,10
HIMACHAL PRADESH,06-24-22,L,11
HIMACHAL PRADESH,06-25-22,L,11
HIMACHAL PRADESH,06-26-22,S,11
HIMACHAL PRADESH,06-27-22,L,10
HIMACHAL PRADESH,06-28-22,L,11
HIMACHAL PRADESH,06-29-22,S,13
HIMACHAL PRADESH,06-30-22,S,11
HIMACHAL PRADESH,07-01-22,S,9
HIMACHAL PRADESH,07-02-22,S,7
HIMACHAL PRADESH,07-03-22,S,5
HIMACHAL PRADESH,07-04-22,S,5
HIMACHAL PRADESH,07-05-22,S,4
JAMMU & KASHMIR,04-02-22,3XL,1
JAMMU & KASHMIR,04-03-22,M,2
JAMMU & KASHMIR,04-04-22,3XL,3
JAMMU & KASHMIR,04-05-22,3XL,4
JAMMU & KASHMIR,04-06-22,3XL,5
JAMMU & KASHMIR,04-07-22,3XL,7
JAMMU & KASHMIR,04-08-22,3XL,7
JAMMU & KASHMIR,04-09-22,3XL,9
JAMMU & KASHMIR,04-10-22,3XL,10
JAMMU & KASHMIR,04-11-22,3XL,9
JAMMU & KASHMIR,04-12-22,3XL,10
JAMMU & KASHMIR,04-13-22,3XL,10
JAMMU & KASHMIR,04-14-22,3XL,10
JAMMU & KASHMIR,04-15-22,3XL,11
JAMMU & KASHMIR,04-16-22,3XL,10
JAMMU & KASHMIR,04-17-22,3XL,11
JAMMU & KASHMIR,04-18-22,3XL,11
JAMMU & KASHMIR,04-19-22,3XL,10
JAMMU & KASHMIR,04-20-22,XL,11
JAMMU & KASHMIR,04-21-22,S,12
JAMMU & KASHMIR,04-22-22,L,15
JAMMU & KASHMIR,04-23-22,S,16
JAMMU & KASHMIR,04-24-22,L,17
JAMMU & KASHMIR,04-25-22,L,17
JAMMU & KASHMIR,04-26-22,S,17
JAMMU & KASHMIR,04-27-22,S,16
JAMMU & KASHMIR,04-28-22,S,12
JAMMU & KASHMIR,04-29-22,S,9
JAMMU & KASHMIR,04-30-22,XXL,9
JAMMU & KASHMIR,05-01-22,M,9
JAMMU & KASHMIR,05-02-22,M,11
JAMMU & KASHMIR,05-03-22,M,13
JAMMU & KASHMIR,05-04-22,XL,12
JAMMU & KASHMIR,05-05-22,XL,14
JAMMU & KASHMIR,05-06-22,M,13
JAMMU & KASHMIR,05-07-22,M,12
JAMMU & KASHMIR,05-08-22,M,12
JAMMU & KASHMIR,05-09-22,XL,11
JAMMU & KASHMIR,05-10-22,XL,11
JAMMU & KASHMIR,05-11-22,S,10
JAMMU & KASHMIR,05-12-22,L,10
JAMMU & KASHMIR,05-13-22,L,10
JAMMU & KASHMIR,05-14-22,L,11
JAMMU & KASHMIR,05-15-22,L,11
JAMMU & KASHMIR,05-16-22,L,10
JAMMU & KASHMIR,05-17-22,L,10
JAMMU & KASHMIR,05-18-22,L,9
JAMMU & KASHMIR,05-19-22,XXL,10
JAMMU & KASHMIR,05-20-22,M,8
JAMMU & KASHMIR,05-21-22,M,9
JAMMU & KASHMIR,05-22-22,M,11
JAMMU & KASHMIR,05-23-22,M,8
JAMMU & KASHMIR,05-24-22,M,8
JAMMU & KASHMIR,05-25-22,M,8
JAMMU & KASHMIR,05-26-22,3XL,7
JAMMU & KASHMIR,05-27-22,3XL,8
JAMMU & KASHMIR,05-28-22,3XL,9
JAMMU & KASHMIR,05-29-22,3XL,8
JAMMU & KASHMIR,05-30-22,3XL,5
JAMMU & KASHMIR,05-31-22,XL,5
JAMMU & KASHMIR,06-01-22,L,9
JAMMU & KASHMIR,06-02-22,L,8
JAMMU & KASHMIR,06-03-22,L,8
JAMMU & KASHMIR,06-04-22,L,10
JAMMU & KASHMIR,06-05-22,L,13
JAMMU & KASHMIR,06-06-22,L,15
JAMMU & KASHMIR,06-07-22,L,15
JAMMU & KASHMIR,06-08-22,L,13
JAMMU & KASHMIR,06-09-22,L,13
JAMMU & KASHMIR,06-10-22,L,12
JAMMU & KASHMIR,06-11-22,XXL,13
JAMMU & KASHMIR,06-12-22,XXL,12
JAMMU & KASHMIR,06-13-22,L,12
JAMMU & KASHMIR,06-14-22,L,13
JAMMU & KASHMIR,06-15-22,L,12
JAMMU & KASHMIR,06-16-22,L,12
JAMMU & KASHMIR,06-17-22,L,12
JAMMU & KASHMIR,06-18-22,L,10
JAMMU & KASHMIR,06-19-22,L,9
JAMMU & KASHMIR,06-20-22,3XL,8
JAMMU & KASHMIR,06-21-22,3XL,13
JAMMU & KASHMIR,06-22-22,3XL,12
JAMMU & KASHMIR,06-23-22,3XL,11
JAMMU & KASHMIR,06-24-22,XXL,10
JAMMU & KASHMIR,06-25-22,XXL,10
JAMMU & KASHMIR,06-26-22,XL,10
JAMMU & KASHMIR,06-27-22,XXL,9
JAMMU & KASHMIR,06-28-22,XXL,7
JAMMU & KASHMIR,06-29-22,XL,6
JAMMU & KASHMIR,06-30-22,XXL,5
JAMMU & KASHMIR,07-01-22,XXL,4
JAMMU & KASHMIR,07-02-22,M,3
JAMMU & KASHMIR,07-03-22,M,3
JAMMU & KASHMIR,07-04-22,M,3
JAMMU & KASHMIR,07-05-22,S,1
JHARKHAND,04-01-22,M,2
JHARKHAND,04-02-22,XXL,7
JHARKHAND,04-03-22,M,12
JHARKHAND,04-04-22,M,14
JHARKHAND,04-05-22,M,15
JHARKHAND,04-06-22,M,19
JHARKHAND,04-07-22,M,22
JHARKHAND,04-08-22,M,23
JHARKHAND,04-09-22,M,23
JHARKHAND,04-10-22,S,19
JHARKHAND,04-11-22,L,19
JHARKHAND,04-12-22,L,21
JHARKHAND,04-13-22,L,19
JHARKHAND,04-14-22,L,20
JHARKHAND,04-15-22,S,24
JHARKHAND,04-16-22,L,25
JHARKHAND,04-17-22,L,29
JHARKHAND,04-18-22,L,29
JHARKHAND,04-19-22,L,28
JHARKHAND,04-20-22,S,29
JHARKHAND,04-21-22,S,30
JHARKHAND,04-22-22,M,34
JHARKHAND,04-23-22,M,35
JHARKHAND,04-24-22,M,38
JHARKHAND,04-25-22,M,39
JHARKHAND,04-26-22,M,40
JHARKHAND,04-27-22,M,40
JHARKHAND,04-28-22,M,40
JHARKHAND,04-29-22,M,39
JHARKHAND,04-30-22,M,36
JHARKHAND,05-01-22,M,31
JHARKHAND,05-02-22,M,30
JHARKHAND,05-03-22,M,29
JHARKHAND,05-04-22,M,27
JHARKHAND,05-05-22,S,29
JHARKHAND,05-06-22,S,28
JHARKHAND,05-07-22,S,27
JHARKHAND,05-08-22,S,26
JHARKHAND,05-09-22,S,25
JHARKHAND,05-10-22,S,26
JHARKHAND,05-11-22,S,19
JHARKHAND,05-12-22,XL,17
JHARKHAND,05-13-22,S,16
JHARKHAND,05-14-22,M,15
JHARKHAND,05-15-22,M,15
JHARKHAND,05-16-22,L,18
JHARKHAND,05-17-22,L,16
JHARKHAND,05-18-22,L,18
JHARKHAND,05-19-22,L,18
JHARKHAND,05-20-22,L,20
JHARKHAND,05-21-22,L,18
JHARKHAND,05-22-22,L,15
JHARKHAND,05-23-22,S,12
JHARKHAND,05-24-22,S,11
JHARKHAND,05-25-22,XXL,11
JHARKHAND,05-26-22,S,12
JHARKHAND,05-27-22,S,16
JHARKHAND,05-28-22,S,16
JHARKHAND,05-29-22,S,17
JHARKHAND,05-30-22,S,17
JHARKHAND,05-31-22,M,19
JHARKHAND,06-01-22,M,24
JHARKHAND,06-02-22,M,22
JHARKHAND,06-03-22,M,22
JHARKHAND,06-04-22,M,24
JHARKHAND,06-05-22,M,22
JHARKHAND,06-06-22,M,22
JHARKHAND,06-07-22,M,22
JHARKHAND,06-08-22,M,16
JHARKHAND,06-09-22,M,17
JHARKHAND,06-10-22,M,17
JHARKHAND,06-11-22,L,18
JHARKHAND,06-12-22,L,18
JHARKHAND,06-13-22,L,17
JHARKHAND,06-14-22,L,16
JHARKHAND,06-15-22,L,15
JHARKHAND,06-16-22,L,16
JHARKHAND,06-17-22,M,13
JHARKHAND,06-18-22,M,14
JHARKHAND,06-19-22,S,13
